ID;stem_IDN2;stem_EN;stem_DE;stem_form;stem_id;kms_Alphabet;kms_page;kms_entry_no
368;anda (bentuk tunggal);your (sg);dein;-bu;17_1687352282;b;30;4
370;Onomatope untuk gemerisik daun-daun mati;Onomatopoeia for the rustle of dead leaves;Onomatopoetikon für das Rascheln von dürren Blättern;buaha;17_1687352489;b;30;6
372;Ikan sungai;River fish;Flußfisch;ebubu;17_1687352852;b;30;8
375;jala ikan (sejenis jaring seperti karung khusus untuk menangkap ikan);fishnet (a special kind of sacklike net for catching fish);Fischreuse;ebubuʔo;17_1687353106;b;30;11
377;memasak;the cooking;das Kochen;eabuda;17_1687349579;b;31;1
378;hampir;almost;beinahe, fast;budahíaʔa;17_1687349779;b;31;2
383;Spesies ikan;Fish species;Fischart;ebúhui;17_1687350246;b;31;7
387;Bengkulu;Bengkulu;Bengkulen;Bukuʔudu;17_1687350630;b;31;11
390;"sekali , sebelumnya , lama ; tua (untuk benda)";"once , earlier , long ; old (of things)";"einst, früher, lange; alt (von Sachen)";buodo;17_1685338978;b;32;1
391;Kucing liar;Wildcat;Wildkatze;ebuohoo;17_1685339043;b;32;2
393;Burung;Bird;Vogel;ebùru-burúú;17_1685339298;b;32;4
396;J dari dialek selatan sesuai dengan C dari dialek lainnya;J of the southern dialect corresponds to C of the other dialects;j des SD entspricht c der Übrigen Dialekte;c;17_1685453857;c;32;1
397;merajut, menusuk!;knit , pierce!;nähe, durchbohreǃ;ciʔa;17_1685454158;c;32;2
399;Psstǃ (kata seru untuk diam);Psstǃ (interjection of keeping-silent);Psstǃ (Interjektion des Schweigenlassens);ciki;17_1685454494;c;32;4
400;Spesies ikan;Fish species;Fischart;edapuda;12_1685931291;d;28;12
401;setara dengan R;is equivalent with r;ist gleichwertig mit r;d;17_1685454542;d;33;1
402;setara dengan T dari dialek barat;is equivalent with T of the western dialect;ist mit t des WD gleichwertig;d;17_1685454601;d;33;2
403;Kata yang diawali dengan k- dapat diawali dengan d- , r- atau n- dengan prenasalisasi;Word stems with k- can start with d- , r- or n- by prenasalization;Wortstämme mit k- können durch Pränasalierung mit d-, r- oder n- anlauten;d-;17_1685454733;d;33;3
404;mereka (awalan pronominal orang ketiga jamak);they (pronominal prefix 3rd Person Plural);sie (pronominales Präfix 3.Pl;da-;17_1685454858;d;33;4
405;-nya (bentuk tunggal untuk fem./perempuan) , mereka (akhiran/sufiks posesif/kepemilikan);her (f. Singular) , their (possessive suffix);ihr(e) (Possessivsuffix);-da;17_1685454978;d;33;5
406;akhiran/sufiks yang memberi penekanan;emphasis suffix;Hervorhebungssuffix;-da;17_1685455070;d;33;6
407;Akhiran/sufiks yang memberi penekanan pada predikat sebelumnya;Emphasis suffix on the preceding predicate;Hervorhebungssuffix am vorangestellten Prädikat;-daʔa;17_1685455223;d;33;7
411;(tangan) kanan, tangan kanan, kanan;the right (hand) , right hand , right;die Rechte, rechte Hand, rechts;edaba;17_1685456669;d;33;11
417;Ikat kepala yang dikepang dari bulu babi;Headband that was braided out of pig hairs;Stirnband, das aus Schweinehaaren geflochten wurde;edabúʔi ukoyo;17_1685282080;d;34;4
419;secara bertahap, panjang;gradually , long;allmählich, lange;dabuodo-dabuodo;17_1685282355;d;34;6
420;duda;widower;Witwer;edadaduʔa;17_1685282414;d;34;7
421;nama saluran/jalur di laut;name of a channel/fairway in the sea;Name einer Fahrtrinne im Meer;Dadaʔə́aʔa;17_1685282488;d;34;8
422;tunangan (fem./perempuan);the fiancee (f);die Verlobte;edadahə́aha:i;17_1685282665;d;34;10
424;Keponakan;Nephew;Neffe;edadahoa;17_1685282971;d;34;12
430;pria yang bercerai , wanita yang bercerai;divorced man , divorced woman;geschiedener Mann, geschiedene Frau;dadəaha;17_1685285274;d;35;3
431;"sisir (pisang; kata bantu bilangan/numeralia untuk pisang)";"comb (bananas ; auxiliary count word for bananas)";"Kamm (Bananen; Hilfszählwort für Bananen";edadi;17_1685285678;d;35;4
432;Pot tanah liat;Clay pot;Tontopf;edadia epũpũ;17_1685336542;d;35;4
434;lada;pepper;Pfeffer;edadoo;17_1685337203;d;35;7
435;janda (laki-laki/perempuan) yang tidak menikah lagi;divorcee (m/f) who does not remarry;Geschiedene(r), die (der) nicht wieder heiratet;dadóaha;17_1685337310;d;35;8
437;Suami, suami;Husband , husband;Ehemann, Gatte;dadu;17_1685338331;d;35;10
438;pakaian berkabung, untuk laki-laki semacam jubah yang terbuat dari daun pisang yang diacak-acak dan diregangkan kembali, untuk perempuan cawat yang terbuat dari daun pisang yang dipotong-potong;mourning clothes. For the men it was a kind of cape made of ruffled and re-stretched banana leaves , for the women a loincloth made of banana leaves cut into strips;Trauerkleidung. Das war bei den Männern eine Art Überwurf (Cape) aus gerafften und wider langgezogenen Bananenblättern, bei Frauen ein Lendenschurz aus in Streifen geschnittenen Bananenblättern;edaəkeda;12_1685503109;d;36;1
439;akhiran/sufiks yang memberi penekanan;emphasis suffix;Hervorhebungssuffix;-daha;12_1685503178;d;36;2
442;batu apung;pumice;Bimsstein;edahaboa;12_1685503350;d;36;5
443;iguana;iguana;Leguan;edahá:íyo;12_1685503612;d;36;6
444;"keponakan perempuan, keponakan laki-laki, cucu; Anak yatim piatu yang dibesarkan oleh bibi (saudara perempuan dari ibu); Menantu perempuan; alamat untuk saudara perempuan yang sudah menikah";"niece , nephew , grandchild ; Orphan raised by aunt (mothersister) ; Daughter-in-law ; address to a married sister";"Nichte, Neffe, Enkelkind; Vollwaise, die von der Tante (Mutterschwester) aufgezogen wird; Schwiegertochter;Anrede an eine verheiratete Schwester";edahao;12_1685504886;d;36;7
445;Spesies pohon;Tree species;Baumart;edáha:u;12_1685504917;d;36;8
446;guntur;thunder;Donner;edahá:úhu;12_1685504950;d;36;9
447;iguana;iguana;Leguan;edahayo;12_1685505001;d;36;10
448;Istri;Wife;Ehefrau;edahebua;12_1685505061;d;36;11
449;jenis pisang;type of banana;Bananenart;edaheʔə́həa;12_1685505102;d;36;12
452;Istri;Wife;Ehefrau;edahibua;12_1685921465;d;37;2
453;Kami (ekslusif);Our (excl.);unser (ex);-dai;12_1685921576;d;37;3
456;musuh;enemy;Feind;edaʔibía;12_1685921822;d;37;6
460;"jamban , lubang (sebelumnya terdiri dari batang pohon yang dilubangi yang mengarah dari ""rumah sarang lebah"" ke tanah)";"privy , pit (formerly consisted of a hollowed-out tree trunk leading from the ""beehive houses"" to the ground)";"Abort, Grube (bestand früher aus einem ausgehöhlten Baumstamm, der von den ""Bienenkorbhäusern"" zur Erde führte)";edakáixa;12_1685922367;d;37;10
461;Pada siang hari, di siang bolong;At noon , in broad daylight;mittags, am helllichten Tag;dakixóho;12_1685922513;d;37;11
463;Nama tempat di pulau Enggano;Name of a place on the island;Name eines Ortes auf der Insel;Dakóaha;12_1685922772;d;37;13
464;"Barat; Musim hujan";"West ; Rainy season";"Westen; Regenzeit";edakóaha;12_1685923157;d;37;14
465;Pada malam hari, malam ini;At night , tonight;nachts, heute Nacht;dakoʔaixa;12_1685926489;d;38;1
466;pakaian berkabung;mourning clothes;Trauerkleidung;edakueda;12_1685926535;d;38;2
468;"mengumpulkan; memutuskan";"gather ; decide on";"versammeln; beschließen";dapaʔa:i;12_1685927073;d;38;4
469;anggota asosiasi marga yang telah meninggal;deceased member of the clan association;verstorbener Sippenverbandsangehöriger;edapaʔá:íʔĩã;12_1685927754;d;38;5
470;Saat senja (antara pukul 17.00-18.00);At dusk (5 p.m. to 6 p.m.);in der Abenddämmerung (17-18 Uhr);dapabahá:éba;12_1685927914;d;38;6
474;tikar yang dianyam;braided mat;geflochtene Matte;edapiʔi;12_1685928171;d;38;10
477;Keponakan yang sudah meninggal, keponakan perempuan;Deceased nephew , niece;verstorbener Neffe, Nichte;edarahoa;12_1685931439;d;38;14
479;Tanaman yang batangnya pernah dikepang menjadi pita untuk menahan celemek wanita;Plant whose stems were formerly braided into ribbons to hold women's aprons;Pflanze, deren Stengel früher zu Bändern zum Halten der Frauenschurze geflochten wurden;edaría:u;12_1685931856;d;39;1
480;Fathom;Fathom;Klafter;dau;12_1685931946;d;39;2
484;berlayar;sail;Segel;edayada;12_1685932655;d;39;6
485;Kepala Suku Batak-Marga;Head of a Batak-Marga;Haupt einer Batak-Marga;dayoo;12_1685932723;d;39;7
486;Bagaimana;How;wie;dee;12_1685932804;d;39;8
487;Lendir hidung;Nasal mucus;Nasenschleim;edea;12_1685932877;d;39;9
488;Batuk;Cough;Hüsteln;edea;12_1685932935;d;39;10
489;Spesies kadal kecil;Small lizard species;Kleine Eidechsenart;edeʔa;12_1685932974;d;39;11
491;Musuh;Enemy;Feind;edeabo;12_1685933179;d;39;13
495;Jendela;Window;Fenster;ededaa;12_1685500055;d;40;2
497;daun kering;dry leaves;tockene Blätter;ededeáki;12_1685500362;d;40;4
498;Batang pohon pisang;Banana tree trunk;Bananenstauden-Stamm;ededeboʔo:i uʔito;12_1685500413;d;40;5
500;(bambu dll) rambut;(bamboo etc) hairs;(Bambus-usw) Härchen;ededei;12_1685500709;d;40;7
501;panggul;pelvis;Becken (des menschlichen Körpers);ededeoko;12_1685500783;d;40;8
502;Spesies pohon yang dapat digunakan untuk membuat perahu;Tree species from which boats can be made;Baumart, aus der Boote hergestellt werden können;edeʔedúa;12_1685500857;d;40;9
503;untuk menakut-nakuti (dalam);to scare (in);erschrecken (in);deʔeka;12_1685501040;d;40;10
504;kadehadeha datar (dari piring, dll.);kadehadeha flat (of plates , etc.);kadehadeha flach (von Tellern usw);deha;12_1685501090;d;40;11
514;"Lembah; Gua, rongga";"Valley ; Cave , cavity";"Tal; Höhle, Hohlraum";edəʔə́aʔa;11_1686116250;d;41;2
516;untuk menakut-nakuti;to scare;erschrecken;dəhəa;11_1686116384;d;41;4
518;berakhir, selesai, berakhir;ended , finished , ended;beendet, fertig, zu Ende;dəhəda;11_1686116933;d;41;6
521;"mereka (Orang ketiga jamak; awalan pronominal sebelum kata kerja dengan b(u)- , m(ũ)-)";"they (3rd Person Plural ; pronominal prefix before verbs with b(u)- , m(ũ)-)";"sie (3.Pl ; pronominales Präfix vor Verben mit b(u)-, m(ũ)-)";di-;11_1686117253;d;41;9
522;-nya, -nya (akhiran/sufiks posesif/kepemilikan orang ketiga tunggal);his , her (possessive suffix 3rd Person Singular);sein, ihr (Possessivsuffix 3.Sg);-dia;11_1686117336;d;41;10
524;Sementara itu;Meantime;Zwischenzeit;edide;11_1686117442;d;41;12
532;fajar;to dawn;dämmern;didikoʔa;11_1686118389;d;42;4
535;bertunas, menyembur keluar;to sprout , to gush out;sprießen, hervorquellen;dixia;11_1686119085;d;42;7
537;gempa bumi;earthquake;Erdbeben;edixo;11_1686119200;d;42;9
538;Memotret, anakan pohon pisang;Shoot , sapling of the banana tree;Trieb, Schößling der Bananenstaude;edixo uʔito;11_1686119277;d;42;10
545;Spesies ikan;Fish species;Fischart;edìkodíko;11_1686120371;d;43;7
546;yang mana (laki/perempuan/netral)?;which (m/f/n)?;welche(r/s) ?;dio;11_1686120503;d;43;8
547;Lidah;Tongue;Zunge;edio;11_1686120562;d;43;9
552;Sementara itu;Meantime;Zwischenzeit;edite;11_1686120800;d;43;14
554;Anda (akhiran/sufiks posesif/kepemilikan orang kedua jamak);Your (Possessive suffix 2nd Person Plural);euer (PS 2.Pl);-diu;11_1686120873;d;43;16
555;Ruam pada orang dewasa;Rash in adults;Ausschlag bei Erwachsenen;edóó;11_1686120928;d;43;17
556;bagaimana/seperti , seolah-olah;how/like , as if;wie, als ob;doo;11_1686121318;d;44;1
557;Nama bekas desa;Name of a former village;Name eines ehemaligen Dorfes;Doʔaʔa;11_1686121353;d;44;2
558;petir, lampu cuaca;lightning , weather lights;Blitz, Wetterleuchten;edóaba;11_1686121396;d;44;3
559;Akar minum;Drinking root;Trinkwurzel;edoʔabéda;11_1686121454;d;44;4
561;"benda, objek, barang, properti; perhiasan";"thing , object , good , property ; jewelry";"Sache, Ding, Ware, Besitz; Geschenk; Schmuck";edobu;11_1686122277;d;44;6
562;besi;iron;Eisen;edobu;11_1686122332;d;44;7
564;Pelangi;Rainbow;Regenbogen;edode;11_1686122501;d;44;9
568;Saat ini, banjir;Current , flood;Strömung, Überschwemmung;edodi;11_1686123227;d;45;1
569;merebut, menggenggam, menarik, memilikiǃ;seize , grasp , pull , possessǃ;ergreife, faß an, ziehe, nimm in Besitzǃ;dodo;11_1686124331;d;45;2
573;spesies semut;species of ant;Ameisenart;edodopue;11_1686124718;d;45;6
574;pohon buah roti liar;wild bread fruit tree;wilder Brotfruchtbaum;edohaʔá:ixa;17_1686318492;d;46;1
575;perahu;boat;Boot;edohao;17_1686318560;d;46;2
576;Bekas desa di pesisir selatan pulau Enggano;Former village on the south coast of the island of Enggano;früheres Dorf an der Südküste der Insel Enggano;Doheaʔa:ua;17_1686318663;d;46;3
577;perahu (cadik);(Outrigger) boat;(Ausleger-)Boot;edohəáo;17_1686318870;d;46;4
580;perahu, perahu cadik;boat , outrigger boat;Boot, Auslegerboot;edohoao;17_1686320288;d;46;7
581;mendengarkan;listen;höreǃ;dohói;17_1686321064;d;46;8
583;hati-hatiǃ;be carefulǃ;gib achtǃ;dokaʔuára;17_1686375508;d;47;2
584;Pantai luas di tepi laut;Wide beach by the sea;breiter Strand am Meer;edoʔóaʔa;17_1686375752;d;47;3
585;Pasir, gundukan pasir;sand , sand bank;Sand, Sandbank;edoʔodao;17_1686375816;d;47;4
586;Spesies ikan;Fish species;Fischart;edoʔó:ita;17_1686375966;d;47;5
587;(gundukan) pasir;Sand (bank);Sand(-bank);edoʔorao;17_1686376019;d;47;6
588;anak kandung;biological child;leibliches Kind;edopáʔa;17_1686376108;d;47;7
589;"Tanah, bumi; Cuaca";"Land , earth ; Weather";"Land, Erde; Wetter";edopo;17_1686376327;d;47;8
591;pakis pohon;tree fern;Baumfarn;edopodopo;17_1686376536;d;47;10
593;Manik-manik kaca Bugis;Buginesian glass beads;buginesische Glasperlen;edoredore;17_1686376681;d;47;12
594;ujung, pangkal (dari sebuah cabang);tip , extremity (of a branch);BB: there is probably a typo in the original. It should be 'Ende';edoroa;17_1686376766;d;47;13
596;anda (bentuk jamak);your (Plural);euer;-du;17_1686377083;d;47;15
600;Pelangi;Rainbow;Regenbogen;edudi;17_1686378388;d;48;3
603;duri, duri (rambut bambu?);thorn , spike (bamboo hairs?);Dorn, Stachel (Bambushärchen?);edudui;17_1686378964;d;48;6
605;menyalakan, memanggang, membakarǃ;kindle , roast , burnǃ;zünde an, röste, verbrenneǃ;duduki;17_1686381301;d;48;8
615;Nama bekas desa;Name of a former village;Name eines ehemaligen Dorfes;Dupaʔabi;17_1686382840;d;49;6
616;Nama sebuah gunung di pantai barat pulau ini;Name of a mountain on the west coast of the island;Name eines Berges an der Westküste der Insel;Dupaʔáobo;17_1686382920;d;49;7
617;Gulden (mata uang di Hindia Belanda);Gulden(s) (currency in Dutch-East Indies);Gulden (Währung in Niederländisch-Indien);edupia;17_1686383010;d;49;8
618;membakar;to burn;brennen;duruka;17_1686383130;d;49;9
619;lengkap, lengkap;complete , complete;vollständig, komplett;dúʔua;17_1686383226;d;49;10
622;(V = vokal dari suku kata pertama pada kata dasar) Prefiks untuk nomina instrumenti simplicia;(V = vowel of the first syllable of the stem) Prefix for nomina instrumenti simplicia;(V = Vokal der ersten Silbe des Wortstammes) Präfix für Nomina instrumenti simplicia;eV-;17_1687590437;e;30;6
623;Artikel tunggal untuk menunjukkan individu dan 'genus' (semua benda mati, hewan, bagian tubuh, tumbuhan, setan);Singular article for denoting individuals and 'genus' (all dead objects , animals , body parts , plants , demons);Singular-Artikel für die Bezeichnung von Einzelwesen und 'Gattungen' (alle toten Gegenstände, Tiere, Körperteile, Pflanzen, Dämonen);e-;17_1687579053;e;50;1
624;"Ya; Oh, haloǃ";"Yes ; Oh , helloǃ";"ja; oh, halloǃ";ʔee;17_1687579155;e;50;2
626;vagina;vagina;Vagina;eʔee;17_1687579557;e;50;4
627;Awalan untuk Nomina Deverbal;Prefix for Nomina Deverbalia;Präfix für Nomina deverbalia;ea-;17_1687590319;e;50;5
628;Batu;Stone;Stein;eʔea;17_1687590517;e;50;7
630;bahwa - berhubungan dengan Orang ke-3 (sg/pl m/n/f);that - correlative to the 3rd Person (sg/pl m/n/f);jene(r/s) - korrelat zur 3.P;éaʔa;17_1687590650;e;50;9
631;Awalan untuk Nomina Deverbal;Prefix for Nomina Deverbalia;Präfix für Nomina deverbalia;eaʔa-;17_1687590710;e;50;10
632;dan sejenisnya;and the like;dgl;eaba-;17_1687590751;e;50;11
633;dan sejenisnya;and the like;dgl;eaha-;17_1687590787;e;50;12
634;dan sejenisnya;and the like;dgl;eaʔi-;17_1687590825;e;50;13
635;"bahwa - korelatif dengan Orang ke-2 ; kemudian ; saat itu ; pada waktu itu ; untuk alasan ini";"that - correlative to the 2nd Person ; then ; back then , at that time ; for this reason";"jene(r/s) - korrelat zur 2.P; dann; damals, zu der Zeit; deshalb";eʔana;17_1687590975;e;50;14
636;kucing (onomatope);cat (onomatopoeia);Katze (Onomatopoetikon);eʔẽ́ãõ;17_1687591121;e;50;15
637;"Bintang laut; bulu babi (?)";"Starfish ; sea urchin (?)";"Seestern; Seeigel (?)";eʔéba;17_1687591213;e;50;16
641;penumbuk, penumbuk yang terbuat dari kayu atau batu, batu untuk mengocok tali rafia, penumbuk penggiling makanan, penumbuk beras;masher , pestling made of wood or stone , stone for beating raffia , food grinder pestling , rice pestling;Stampfer, Stößel aus Holz oder Stein, Stein zum Baststoff-Schlagen, Nahrungsmörser-Stößel, Reisstampfer;eʔedako;17_1687592057;e;51;2
646;menggantung (intr);hang (intr);hängen (intr);ʔedóha;17_1687593689;e;52;3
650;dipotong secara diagonal;cut diagonally;schräg einschneiden;ʔeʔebai;17_1687615559;e;52;7
652;Terlibat dalam senggama, berhubungan seks, melakukan hubungan seksualǃ;Engage in coitus , have sex , engage in sexual intercourseǃ;Übe den Koitus aus, beschlafe, treibe Geschlechtsverkehrǃ;ʔeʔei;17_1687616507;e;53;1
657;Awalan dari kata benda/nomina deverbal;Prefix of the noun Deverbale;Präfix des Nomen deverbale;eha-;17_1687957243;e;54;1
659;lucuti!;strip offǃ;streife abǃ;ẽhẽẽ;17_1687959238;e;54;3
665;Kebisingan;Noise;Krach;eehuhu;17_1687959996;e;54;9
667;(benda) yang dipelihara , ternak;the (thing) raised , cattle;das Aufgezogene, Vieh;eʔei;17_1687960402;e;54;11
668;"ini (maskulin/netral/feminin) - berkorelasi dengan Orang Pertama ; sekarang";"this (m/n/f) - correlate to the 1st Person ; now";"diese(r/s) - korrelat zur 1.P; jetzt";éiʔie;17_1687960525;e;54;12
669;kami berdua (inklusif);both of us (in);wir beide (in);ʔeika;17_1687960667;e;54;13
670;Awalan dari kata benda aksi perfektif;Prefix of the noun actionis Perfecti;Präfix des Nomen actionis perfecti;eita-;17_1687960820;e;54;14
672;Jenis kerang;Mussel type;Muschelart;eé:iyo;15_1686697877;e;55;1
674;mandi!;bathe!;badeǃ;eke;15_1686699144;e;55;3
675;Penumbuk, alu;Pounder , pestle;Stampfer, Stößel;eekéʔei;15_1686699244;e;55;4
680;semak belukar;shrub;Staude;eʔemã́hã;15_1686714278;e;56;3
681;Kasau;Rafters;Dachsparren;eʔẽmãhã;15_1686714427;e;56;4
683;Sisik (ikan, ular);Scale (of fish , snakes);Schuppe (von Fischen, Schlangen);eẽnã;15_1686714646;e;56;6
688;Spesies pohon;Tree species;Baumart;eʔenẽõ;15_1686715489;e;56;11
696;rawa, rawa;swamp , morass;Sumpf, Morast;eʔeoa;15_1686797579;e;58;1
697;Awalan dari kata benda deverbal;Prefix of the noun deverbale;Prafix des Nomen deverbale;ep-;15_1686797703;e;58;2
698;Awalan dari kata benda instrumenti habituale , V = vokal dari suku kata pertama dari batang;Prefix of the noun instrumenti habituale , V = vowel of the first syllable of the stem;Präfix des Nomen instrumenti habituale, V = Vokal der ersten Silbe des Wortstammes;epaV-;15_1686798010;e;58;3
705;Palem Nimbung;Nimoning palm;Nimbung-Palme;eʔẽpõ;15_1686800343;e;58;10
707;Kepiting;Crab;Krebs;eʔeṹkã;15_1686801094;e;59;1
708;Spesies burung;Bird species;Vogelart;eʔeúʔu;15_1686801690;e;59;2
709;Jenis kerang;Mussel type;Muschelart;eeyo;15_1686801783;e;59;3
710;Diare;Diarrhea;Diarrhoe;eeyu;15_1686801836;e;59;4
711;hanya terjadi pada dialek barat dan berpadanan dengan P;only occurred in the west dialect and is equivalent with P;kam nur im Westdialekt vor und ist mit p gleichwertig;f;17_1686207143;f;63;1
712;guru lokal;local teacher;einheimischer Lehrer;eguruu;17_1686207278;g;63;1
713;Elemen penghubung antara angka dan kata bantu bilangan/numeralia;Connecting element between number and auxiliary count word;Verbindungselement zwischen Zahl und Hilfszählwort;-ha-;17_1686207685;h;63;1
714;Akhiran/sufiks yang memberi penekanan pada predikat;Emphasis suffix on the predicate;Hervorhebungssuffix am Prädikat;-ha;17_1686207983;h;63;2
715;berjalan;the walking;das Gehen;ehaa;17_1686208040;h;63;3
716;untuk menimbulkan penderitaan;to inflict suffering;Leid antun;haʔahoi;17_1686208226;h;63;4
721;tempat tinggal;abode;Aufenthaltsort;ehabaiya;17_1686209682;h;63;9
722;"yang terus berlanjut; barisan (dari jaring berburu individu)";"the continuing ; the lining up (of the individual hunting nets)";"das Fortsetzen; das Aneinanderreihen (der einzelnen Jagdnetze)";ehabaraa;17_1686209818;h;63;10
723;"Tempat tidur, tempat istirahat; Tempat makanan dan buah-buahan yang dikepang dari bambu belah dan redana";"Sleeping place , resting place ; A base for food and fruits braided from split bamboo and redana";"Schlafstelle, Ruheplatz; eine aus gespaltenem Bambus und Rotan geflochtene Unterlage für Nahrungsmittel und Früchte (bei Festen)";ehabaría;19_1685944350;h;64;1
724;sebelumnya, sekali;earlier , once;früher, einst;hadee;19_1685944448;h;64;2
727;Akhiran/sufiks untuk waktu;Suffix for times;Suffix bei Zeitangaben;-hadia;19_1685945070;h;64;5
733;Pemuda (BB: seperti anak laki-laki/pria muda);Youth (BB: as in young boy/man);Jüngling;hadudu;19_1685966400;h;65;3
743;Pantai;Beach;Strand;ehaəhəaə;19_1685967661;h;65;11
747;pasir;sand;Sand;ehahəao;19_1686019837;h;66;2
749;siapa?;who?;wer?;hãĩ;19_1686020756;h;66;4
761;Di masa lalu, dulu, sebelumnya, di masa lalu;In the past , once , formerly , in the old days;früher, einst, ehemals, in alter Zeit;halee;19_1686146213;h;67;1
766;Tempat pertempuran, komunitas desa;Battleplace , village community;Schlachtplatz, Dorfgemeinschaft;ehanã:ĩʔĩã;19_1686147474;h;67;6
767;bagian, beberapa;part , some;ein Teil, einige;hanẽã(hã);19_1686147656;h;67;7
769;pembuangan daun kelapa yang sudah kering (dan dengan demikian mencabut larangan berkabung);the removal of the dry coconut palm leaves (and thus lifting the ban on mourning);das Entfernen der trockenen Kokospalmenblätter (und damit Aufheben der Trauerverbote);eahanũkixudo;19_1686148144;h;67;9
771;tenggorokan;throat;Kehle;ehãnṹʔũã;19_1686148258;h;67;11
772;Pantai, pantai;Beach , shore;Strand, Ufer;ehao;19_1686148367;h;67;12
773;ohǃ (seruan keheranan, kejutan);ohǃ (exclamation of astonishment , surprise);ohǃ (Ausruf des Erstaunens, der Uberraschung);hao;19_1686148471;h;67;13
775;Tulang belakang;Spine;Wirbelsäule;ehaʔobo:iya;19_1686186937;h;68;1
780;abu;ash;Asche;eahaoi;19_1686222859;h;68;6
784;waktu, janji temu;time , appointment;Zeit, Termin;ehapəʔa;19_1686223440;h;68;10
787;"Kerumunan; Jenis, variasi";"Crowd ; Type , variety";"Menge; Art, Sorte";ehapueʔa;8_1686203746;h;69;2
789;lipat;Fathom;Klafter;eharáʔua;8_1686204088;h;69;4
790;kepemilikan/properti;possession/property;Besitz;eharu[a];8_1686204251;h;69;5
792;Anak laki-laki (hingga sekitar 8 tahun);Boy (up to about 8 years);Knabe (bis ca. 8 Jahren);hau;8_1686204586;h;69;7
795;sudah, selesai, selesai;already , done , finished;bereits, fertig, abgeschlossen;hau;8_1686205118;h;69;10
809;"subkulit, subklan; ras, bangsa; jenis";"subkin , subclan ; race , nation ; kind";"Subsippe, Subclan; Rasse, Nation; Art";e[ʔ]ahã:ũʔṹʔũã;8_1686208497;h;70;12
810;"dan sekarang; ayo, pergiǃ";"and now ; come on , goǃ";"und, nun; wohlan, losǃ";he;8_1686208532;h;70;13
812;Tangga, tangga;Stairs , ladder;Treppe, Leiter;ehẽã;8_1686801577;h;71;1
813;puncak pohon;treetop;Wipfel;ehẽʔã;8_1686794234;h;71;2
820;kemudian;then;alsdann;heʔana[ha];8_1686795701;h;71;9
822;Spesies lalat kecil;Small fly species;kleine Fliegenart;ehebo;8_1686796400;h;71;11
824;Daging (hewan, manusia, dan buah-buahan), kandungan;Meat (of animals , humans and fruits) , content;Fleisch (von Tieren, Menschen und Früchten), Inhalt;eheda;8_1686796896;h;71;13
829;Pohon pala;Nutmeg tree;Muskatnußbaum;ehédo;8_1687833947;h;72;5
830;Spesies pohon;Tree species;Baumart;ehedoʔo:i;8_1687834168;h;72;6
839;Spesies tanaman;Plant species;Pflanzenart;eheii;8_1687836341;h;73;3
845;"1. ""kata ganti relatif"" untuk bentuk tunggal; 2. Jarang mendefinisikan kata benda";"1. ""relative pronoun"" for the Singular ; 2. Rarely it defines nouns";"1. ""Relativpronomen"" für den Sg, 2. selten definiert es Substantiva, z.B.";hẽmõʔõ;8_1687845336;h;74;3
847;Spesies ikan;Fish species;Fischart;ehẽõ;8_1687845692;h;74;5
849;Sayuran yang buahnya berbau tidak sedap;Vegetable whose fruits smell bad;Gemüse, dessen Früchte unangenehm riechen;eheʔoheʔo;8_1687846074;h;74;7
851;jenis pisang;type of banana;Bananenart;ehetokaʔa;8_1687846228;h;74;9
852;sudah, sudah;already , already;schon, bereits;həə;8_1687846353;h;74;10
856;Spesies pohon;Tree species;Baumart;ehəádi;12_1686120173;h;75;3
858;Kayu hati/jantung;Corewood;Kernholz;ehə́ae;12_1686120271;h;75;5
861;melambaikan tangan (ke) , tersenyum (kepada);wave (to) , (be-)fan!;winke (zu), (be-) fächeleǃ;həapi;12_1686121042;h;75;8
870;dan , dengan (komitatif) , ditambah;and , with (comitative) , plus;und, mit (komitativ), plus;hii;12_1686124295;h;76;6
874;Cangkang bunga kelapa;Shell of the coconut flower;Hülle der kokosblüte;ehíao;12_1686191119;h;77;2
875;Spesies burung;Bird species;Vogelart;ehíau;12_1686191187;h;77;3
876;Pembawa api yang digulung dari daun kelapa kering (tinder, obor?);Fire carrier rolled up from dry coconut leaves (tinder , torch?);Feuerträger, aus trockenen Kokosblättern zusammengerollt (Zunder, Fackel?);ehiáu upoo;12_1686191299;h;77;4
880;belah!;split!;spalteǃ;hixíai;12_1686192360;h;77;8
883;menyelinap (tentang ikan);sneaking up (of a fish);das Beschleichen (eines Fisches);ehiʔimṍĩ·ñã;12_1686192982;h;78;2
889;waktu itu;the/that time;das Mal;hinũã;12_1686193960;h;78;8
890;kecil;small;klein;hĩnũʔĩkĩ;12_1686194364;h;78;9
891;"kecil; sedikit";"small ; little/few";"klein; wenig";hĩnũkĩ;12_1686194829;h;78;10
899;Tapak tangga;step (of a staircase);Treppenstufe;ehitepẽʔã uhẽã;12_1686203852;h;79;8
904;"sudah; selesai";"already ; completed";"bereits, schon; beendet";hoo;12_1686462710;h;80;2
905;Interior/bagian dalam;Interior;Inneres;ehoo;12_1686463446;h;80;3
906;Cumi-cumi;Octopus;Tintenfisch;ehóaʔai;12_1686463493;h;80;4
908;Telapak kaki;Sole of the foot;Fußsohle;ehoae;12_1686464029;h;80;6
